Fecha;Territorio;Medida;Valor;
14/10/2021;Huelva;Hospitalizados;2818;
14/10/2021;Huelva;Total UCI;214;
14/10/2021;Huelva;Fallecidos;418;
14/10/2021;Huelva;Curados;44598;
14/10/2021;Jaén;Confirmados PDIA;64001;
14/10/2021;Jaén;Aumento;8;
14/10/2021;Jaén;Confirmados PDIA 14 días;87;
14/10/2021;Jaén;Confirmados PDIA 7 días;26;
14/10/2021;Jaén;Total confirmados ;64561;
14/10/2021;Jaén;Hospitalizados;5205;
14/10/2021;Jaén;Total UCI;489;
14/10/2021;Jaén;Fallecidos;1086;
14/10/2021;Jaén;Curados;63303;
14/10/2021;Málaga;Confirmados PDIA;154927;
14/10/2021;Málaga;Aumento;44;
14/10/2021;Málaga;Confirmados PDIA 14 días;655;
14/10/2021;Málaga;Confirmados PDIA 7 días;279;
14/10/2021;Málaga;Total confirmados ;156816;
14/10/2021;Málaga;Hospitalizados;10483;
14/10/2021;Málaga;Total UCI;1007;
14/10/2021;Málaga;Fallecidos;1978;
14/10/2021;Málaga;Curados;153086;
14/10/2021;Sevilla;Confirmados PDIA;176328;
14/10/2021;Sevilla;Aumento;23;
14/10/2021;Sevilla;Confirmados PDIA 14 días;459;
14/10/2021;Sevilla;Confirmados PDIA 7 días;167;
14/10/2021;Sevilla;Total confirmados ;177160;
14/10/2021;Sevilla;Hospitalizados;12856;
14/10/2021;Sevilla;Total UCI;1252;
14/10/2021;Sevilla;Fallecidos;2311;
14/10/2021;Sevilla;Curados;172822;
13/10/2021;Andalucía;Confirmados PDIA;804682;
13/10/2021;Andalucía;Aumento;216;
13/10/2021;Andalucía;Confirmados PDIA 14 días;2504;
13/10/2021;Andalucía;Confirmados PDIA 7 días;1104;
13/10/2021;Andalucía;Total confirmados ;810202;
13/10/2021;Andalucía;Hospitalizados;56972;
13/10/2021;Andalucía;Total UCI;6233;
13/10/2021;Andalucía;Fallecidos;11277;
13/10/2021;Andalucía;Curados;791055;
13/10/2021;Almería;Confirmados PDIA;70223;
13/10/2021;Almería;Aumento;27;
13/10/2021;Almería;Confirmados PDIA 14 días;465;
13/10/2021;Almería;Confirmados PDIA 7 días;203;
13/10/2021;Almería;Total confirmados ;70536;
13/10/2021;Almería;Hospitalizados;4434;
13/10/2021;Almería;Total UCI;756;
13/10/2021;Almería;Fallecidos;924;
13/10/2021;Almería;Curados;68876;
13/10/2021;Cádiz;Confirmados PDIA;112572;
13/10/2021;Cádiz;Aumento;16;
13/10/2021;Cádiz;Confirmados PDIA 14 días;170;
13/10/2021;Cádiz;Confirmados PDIA 7 días;68;
13/10/2021;Cádiz;Total confirmados ;112963;
13/10/2021;Cádiz;Hospitalizados;6707;
13/10/2021;Cádiz;Total UCI;688;
13/10/2021;Cádiz;Fallecidos;1611;
13/10/2021;Cádiz;Curados;110358;
13/10/2021;Córdoba;Confirmados PDIA;72220;
13/10/2021;Córdoba;Aumento;11;
13/10/2021;Córdoba;Confirmados PDIA 14 días;171;
13/10/2021;Córdoba;Confirmados PDIA 7 días;109;
13/10/2021;Córdoba;Total confirmados ;72715;
13/10/2021;Córdoba;Hospitalizados;5314;
13/10/2021;Córdoba;Total UCI;660;
13/10/2021;Córdoba;Fallecidos;1085;
13/10/2021;Córdoba;Curados;71133;
13/10/2021;Granada;Confirmados PDIA;108967;
13/10/2021;Granada;Aumento;25;
13/10/2021;Granada;Confirmados PDIA 14 días;177;
13/10/2021;Granada;Confirmados PDIA 7 días;81;
13/10/2021;Granada;Total confirmados ;109803;
13/10/2021;Granada;Hospitalizados;9169;
13/10/2021;Granada;Total UCI;1168;
13/10/2021;Granada;Fallecidos;1867;
13/10/2021;Granada;Curados;107092;
13/10/2021;Huelva;Confirmados PDIA;45519;
13/10/2021;Huelva;Aumento;36;
13/10/2021;Huelva;Confirmados PDIA 14 días;255;
13/10/2021;Huelva;Confirmados PDIA 7 días;134;
13/10/2021;Huelva;Total confirmados ;45723;
13/10/2021;Huelva;Hospitalizados;2816;
13/10/2021;Huelva;Total UCI;214;
13/10/2021;Huelva;Fallecidos;418;
13/10/2021;Huelva;Curados;44568;
13/10/2021;Jaén;Confirmados PDIA;63993;
13/10/2021;Jaén;Aumento;13;
13/10/2021;Jaén;Confirmados PDIA 14 días;98;
13/10/2021;Jaén;Confirmados PDIA 7 días;28;
13/10/2021;Jaén;Total confirmados ;64553;
13/10/2021;Jaén;Hospitalizados;5204;
13/10/2021;Jaén;Total UCI;489;
13/10/2021;Jaén;Fallecidos;1086;
13/10/2021;Jaén;Curados;63282;
13/10/2021;Málaga;Confirmados PDIA;154883;
13/10/2021;Málaga;Aumento;48;
13/10/2021;Málaga;Confirmados PDIA 14 días;671;
13/10/2021;Málaga;Confirmados PDIA 7 días;288;
13/10/2021;Málaga;Total confirmados ;156772;
13/10/2021;Málaga;Hospitalizados;10477;
13/10/2021;Málaga;Total UCI;1007;
13/10/2021;Málaga;Fallecidos;1977;
13/10/2021;Málaga;Curados;153002;
13/10/2021;Sevilla;Confirmados PDIA;176305;
13/10/2021;Sevilla;Aumento;40;
13/10/2021;Sevilla;Confirmados PDIA 14 días;497;
13/10/2021;Sevilla;Confirmados PDIA 7 días;193;
13/10/2021;Sevilla;Total confirmados ;177137;
13/10/2021;Sevilla;Hospitalizados;12851;
13/10/2021;Sevilla;Total UCI;1251;
13/10/2021;Sevilla;Fallecidos;2309;
13/10/2021;Sevilla;Curados;172744;
12/10/2021;Andalucía;Confirmados PDIA;804466;
12/10/2021;Andalucía;Aumento;232;
12/10/2021;Andalucía;Confirmados PDIA 14 días;2656;
12/10/2021;Andalucía;Confirmados PDIA 7 días;1113;
12/10/2021;Andalucía;Total confirmados ;809985;
12/10/2021;Andalucía;Hospitalizados;56961;
12/10/2021;Andalucía;Total UCI;6231;
12/10/2021;Andalucía;Fallecidos;11277;
12/10/2021;Andalucía;Curados;790681;
12/10/2021;Almería;Confirmados PDIA;70196;
12/10/2021;Almería;Aumento;49;
12/10/2021;Almería;Confirmados PDIA 14 días;501;
12/10/2021;Almería;Confirmados PDIA 7 días;217;
12/10/2021;Almería;Total confirmados ;70509;
12/10/2021;Almería;Hospitalizados;4434;
12/10/2021;Almería;Total UCI;756;
12/10/2021;Almería;Fallecidos;924;
12/10/2021;Almería;Curados;68822;
12/10/2021;Cádiz;Confirmados PDIA;112556;
12/10/2021;Cádiz;Aumento;11;
12/10/2021;Cádiz;Confirmados PDIA 14 días;200;
12/10/2021;Cádiz;Confirmados PDIA 7 días;79;
12/10/2021;Cádiz;Total confirmados ;112947;
12/10/2021;Cádiz;Hospitalizados;6706;
12/10/2021;Cádiz;Total UCI;687;
12/10/2021;Cádiz;Fallecidos;1611;
12/10/2021;Cádiz;Curados;110324;
12/10/2021;Córdoba;Confirmados PDIA;72209;
12/10/2021;Córdoba;Aumento;10;
12/10/2021;Córdoba;Confirmados PDIA 14 días;170;
12/10/2021;Córdoba;Confirmados PDIA 7 días;105;
12/10/2021;Córdoba;Total confirmados ;72704;
12/10/2021;Córdoba;Hospitalizados;5313;
12/10/2021;Córdoba;Total UCI;659;
12/10/2021;Córdoba;Fallecidos;1085;
12/10/2021;Córdoba;Curados;71118;
12/10/2021;Granada;Confirmados PDIA;108942;
12/10/2021;Granada;Aumento;16;
12/10/2021;Granada;Confirmados PDIA 14 días;191;
12/10/2021;Granada;Confirmados PDIA 7 días;75;
12/10/2021;Granada;Total confirmados ;109778;
12/10/2021;Granada;Hospitalizados;9169;
12/10/2021;Granada;Total UCI;1168;
12/10/2021;Granada;Fallecidos;1867;
12/10/2021;Granada;Curados;107072;
12/10/2021;Huelva;Confirmados PDIA;45483;
12/10/2021;Huelva;Aumento;18;
12/10/2021;Huelva;Confirmados PDIA 14 días;251;
12/10/2021;Huelva;Confirmados PDIA 7 días;130;
12/10/2021;Huelva;Total confirmados ;45686;
12/10/2021;Huelva;Hospitalizados;2812;
12/10/2021;Huelva;Total UCI;214;
12/10/2021;Huelva;Fallecidos;418;
12/10/2021;Huelva;Curados;44514;
12/10/2021;Jaén;Confirmados PDIA;63980;
12/10/2021;Jaén;Aumento;12;
12/10/2021;Jaén;Confirmados PDIA 14 días;102;
12/10/2021;Jaén;Confirmados PDIA 7 días;25;
12/10/2021;Jaén;Total confirmados ;64540;
12/10/2021;Jaén;Hospitalizados;5204;
12/10/2021;Jaén;Total UCI;489;
12/10/2021;Jaén;Fallecidos;1086;
12/10/2021;Jaén;Curados;63260;
12/10/2021;Málaga;Confirmados PDIA;154835;
12/10/2021;Málaga;Aumento;68;
12/10/2021;Málaga;Confirmados PDIA 14 días;700;
12/10/2021;Málaga;Confirmados PDIA 7 días;298;
12/10/2021;Málaga;Total confirmados ;156724;
12/10/2021;Málaga;Hospitalizados;10472;
12/10/2021;Málaga;Total UCI;1007;
12/10/2021;Málaga;Fallecidos;1977;
12/10/2021;Málaga;Curados;152910;
12/10/2021;Sevilla;Confirmados PDIA;176265;
12/10/2021;Sevilla;Aumento;48;
12/10/2021;Sevilla;Confirmados PDIA 14 días;541;
12/10/2021;Sevilla;Confirmados PDIA 7 días;184;
12/10/2021;Sevilla;Total confirmados ;177097;
12/10/2021;Sevilla;Hospitalizados;12851;
12/10/2021;Sevilla;Total UCI;1251;
12/10/2021;Sevilla;Fallecidos;2309;
12/10/2021;Sevilla;Curados;172661;
11/10/2021;Andalucía;Confirmados PDIA;804234;
11/10/2021;Andalucía;Aumento;171;
11/10/2021;Andalucía;Confirmados PDIA 14 días;2708;
11/10/2021;Andalucía;Confirmados PDIA 7 días;1093;
11/10/2021;Andalucía;Total confirmados ;809756;
11/10/2021;Andalucía;Hospitalizados;56930;
11/10/2021;Andalucía;Total UCI;6230;
11/10/2021;Andalucía;Fallecidos;11268;
11/10/2021;Andalucía;Curados;790222;
11/10/2021;Almería;Confirmados PDIA;70147;
11/10/2021;Almería;Aumento;42;
11/10/2021;Almería;Confirmados PDIA 14 días;500;
11/10/2021;Almería;Confirmados PDIA 7 días;206;
11/10/2021;Almería;Total confirmados ;70460;
11/10/2021;Almería;Hospitalizados;4431;
11/10/2021;Almería;Total UCI;755;
11/10/2021;Almería;Fallecidos;924;
11/10/2021;Almería;Curados;68730;
11/10/2021;Cádiz;Confirmados PDIA;112545;
11/10/2021;Cádiz;Aumento;14;
11/10/2021;Cádiz;Confirmados PDIA 14 días;206;
11/10/2021;Cádiz;Confirmados PDIA 7 días;92;
11/10/2021;Cádiz;Total confirmados ;112936;
11/10/2021;Cádiz;Hospitalizados;6704;
11/10/2021;Cádiz;Total UCI;687;
11/10/2021;Cádiz;Fallecidos;1611;
11/10/2021;Cádiz;Curados;110304;
11/10/2021;Córdoba;Confirmados PDIA;72199;
11/10/2021;Córdoba;Aumento;17;
11/10/2021;Córdoba;Confirmados PDIA 14 días;177;
11/10/2021;Córdoba;Confirmados PDIA 7 días;108;
11/10/2021;Córdoba;Total confirmados ;72694;
11/10/2021;Córdoba;Hospitalizados;5309;
11/10/2021;Córdoba;Total UCI;659;
11/10/2021;Córdoba;Fallecidos;1085;
11/10/2021;Córdoba;Curados;71098;
11/10/2021;Granada;Confirmados PDIA;108926;
11/10/2021;Granada;Aumento;16;
11/10/2021;Granada;Confirmados PDIA 14 días;198;
11/10/2021;Granada;Confirmados PDIA 7 días;70;
11/10/2021;Granada;Total confirmados ;109762;
11/10/2021;Granada;Hospitalizados;9167;
11/10/2021;Granada;Total UCI;1168;
11/10/2021;Granada;Fallecidos;1866;
11/10/2021;Granada;Curados;107037;
11/10/2021;Huelva;Confirmados PDIA;45465;
11/10/2021;Huelva;Aumento;23;
11/10/2021;Huelva;Confirmados PDIA 14 días;270;
11/10/2021;Huelva;Confirmados PDIA 7 días;122;
11/10/2021;Huelva;Total confirmados ;45668;
11/10/2021;Huelva;Hospitalizados;2810;
11/10/2021;Huelva;Total UCI;214;
11/10/2021;Huelva;Fallecidos;416;
11/10/2021;Huelva;Curados;44513;
11/10/2021;Jaén;Confirmados PDIA;63968;
11/10/2021;Jaén;Aumento;3;
11/10/2021;Jaén;Confirmados PDIA 14 días;111;
11/10/2021;Jaén;Confirmados PDIA 7 días;32;
11/10/2021;Jaén;Total confirmados ;64528;
11/10/2021;Jaén;Hospitalizados;5204;
11/10/2021;Jaén;Total UCI;489;
11/10/2021;Jaén;Fallecidos;1085;
11/10/2021;Jaén;Curados;63249;
11/10/2021;Málaga;Confirmados PDIA;154767;
11/10/2021;Málaga;Aumento;42;
11/10/2021;Málaga;Confirmados PDIA 14 días;697;
11/10/2021;Málaga;Confirmados PDIA 7 días;289;
11/10/2021;Málaga;Total confirmados ;156658;
11/10/2021;Málaga;Hospitalizados;10466;
11/10/2021;Málaga;Total UCI;1007;
11/10/2021;Málaga;Fallecidos;1975;
11/10/2021;Málaga;Curados;152825;
11/10/2021;Sevilla;Confirmados PDIA;176217;
11/10/2021;Sevilla;Aumento;14;
11/10/2021;Sevilla;Confirmados PDIA 14 días;549;
11/10/2021;Sevilla;Confirmados PDIA 7 días;174;
11/10/2021;Sevilla;Total confirmados ;177050;
11/10/2021;Sevilla;Hospitalizados;12839;
11/10/2021;Sevilla;Total UCI;1251;
11/10/2021;Sevilla;Fallecidos;2306;
11/10/2021;Sevilla;Curados;172466;
09/10/2021;Andalucía;Confirmados PDIA;804063;
09/10/2021;Andalucía;Aumento;236;
09/10/2021;Andalucía;Confirmados PDIA 14 días;2805;
09/10/2021;Andalucía;Confirmados PDIA 7 días;1179;
09/10/2021;Andalucía;Total confirmados ;809585;
09/10/2021;Andalucía;Hospitalizados;56922;
09/10/2021;Andalucía;Total UCI;6230;
09/10/2021;Andalucía;Fallecidos;11267;
09/10/2021;Andalucía;Curados;790130;
09/10/2021;Almería;Confirmados PDIA;70105;
09/10/2021;Almería;Aumento;57;
09/10/2021;Almería;Confirmados PDIA 14 días;504;
09/10/2021;Almería;Confirmados PDIA 7 días;188;
09/10/2021;Almería;Total confirmados ;70418;
09/10/2021;Almería;Hospitalizados;4431;
09/10/2021;Almería;Total UCI;755;
09/10/2021;Almería;Fallecidos;924;
09/10/2021;Almería;Curados;68719;
09/10/2021;Cádiz;Confirmados PDIA;112531;
09/10/2021;Cádiz;Aumento;11;
09/10/2021;Cádiz;Confirmados PDIA 14 días;211;
09/10/2021;Cádiz;Confirmados PDIA 7 días;92;
09/10/2021;Cádiz;Total confirmados ;112922;
09/10/2021;Cádiz;Hospitalizados;6703;
09/10/2021;Cádiz;Total UCI;687;
09/10/2021;Cádiz;Fallecidos;1610;
09/10/2021;Cádiz;Curados;110269;
09/10/2021;Córdoba;Confirmados PDIA;72182;
09/10/2021;Córdoba;Aumento;13;
09/10/2021;Córdoba;Confirmados PDIA 14 días;172;
09/10/2021;Córdoba;Confirmados PDIA 7 días;101;
09/10/2021;Córdoba;Total confirmados ;72677;
09/10/2021;Córdoba;Hospitalizados;5308;
09/10/2021;Córdoba;Total UCI;659;
09/10/2021;Córdoba;Fallecidos;1085;
09/10/2021;Córdoba;Curados;71095;
09/10/2021;Granada;Confirmados PDIA;108910;
09/10/2021;Granada;Aumento;17;
09/10/2021;Granada;Confirmados PDIA 14 días;197;
09/10/2021;Granada;Confirmados PDIA 7 días;74;
09/10/2021;Granada;Total confirmados ;109746;
09/10/2021;Granada;Hospitalizados;9167;
09/10/2021;Granada;Total UCI;1168;
09/10/2021;Granada;Fallecidos;1866;
09/10/2021;Granada;Curados;107035;
09/10/2021;Huelva;Confirmados PDIA;45442;
09/10/2021;Huelva;Aumento;26;
09/10/2021;Huelva;Confirmados PDIA 14 días;277;
09/10/2021;Huelva;Confirmados PDIA 7 días;120;
09/10/2021;Huelva;Total confirmados ;45645;
09/10/2021;Huelva;Hospitalizados;2808;
09/10/2021;Huelva;Total UCI;214;
09/10/2021;Huelva;Fallecidos;416;
09/10/2021;Huelva;Curados;44512;
09/10/2021;Jaén;Confirmados PDIA;63965;
09/10/2021;Jaén;Aumento;3;
09/10/2021;Jaén;Confirmados PDIA 14 días;116;
09/10/2021;Jaén;Confirmados PDIA 7 días;47;
09/10/2021;Jaén;Total confirmados ;64525;
09/10/2021;Jaén;Hospitalizados;5204;
09/10/2021;Jaén;Total UCI;489;
09/10/2021;Jaén;Fallecidos;1085;
09/10/2021;Jaén;Curados;63246;
09/10/2021;Málaga;Confirmados PDIA;154725;
09/10/2021;Málaga;Aumento;72;
09/10/2021;Málaga;Confirmados PDIA 14 días;721;
09/10/2021;Málaga;Confirmados PDIA 7 días;332;
09/10/2021;Málaga;Total confirmados ;156616;
09/10/2021;Málaga;Hospitalizados;10462;
09/10/2021;Málaga;Total UCI;1007;
09/10/2021;Málaga;Fallecidos;1975;
09/10/2021;Málaga;Curados;152815;
09/10/2021;Sevilla;Confirmados PDIA;176203;
09/10/2021;Sevilla;Aumento;37;
09/10/2021;Sevilla;Confirmados PDIA 14 días;607;
09/10/2021;Sevilla;Confirmados PDIA 7 días;225;
09/10/2021;Sevilla;Total confirmados ;177036;
09/10/2021;Sevilla;Hospitalizados;12839;
09/10/2021;Sevilla;Total UCI;1251;
09/10/2021;Sevilla;Fallecidos;2306;
09/10/2021;Sevilla;Curados;172439;
08/10/2021;Andalucía;Confirmados PDIA;803827;
08/10/2021;Andalucía;Aumento;221;
08/10/2021;Andalucía;Confirmados PDIA 14 días;2974;
08/10/2021;Andalucía;Confirmados PDIA 7 días;1170;
08/10/2021;Andalucía;Total confirmados ;809346;
08/10/2021;Andalucía;Hospitalizados;56905;
08/10/2021;Andalucía;Total UCI;6226;
08/10/2021;Andalucía;Fallecidos;11256;
08/10/2021;Andalucía;Curados;789589;
08/10/2021;Almería;Confirmados PDIA;70048;
08/10/2021;Almería;Aumento;29;
08/10/2021;Almería;Confirmados PDIA 14 días;519;
08/10/2021;Almería;Confirmados PDIA 7 días;173;
08/10/2021;Almería;Total confirmados ;70361;
08/10/2021;Almería;Hospitalizados;4430;
08/10/2021;Almería;Total UCI;755;
08/10/2021;Almería;Fallecidos;923;
08/10/2021;Almería;Curados;68622;
08/10/2021;Cádiz;Confirmados PDIA;112520;
08/10/2021;Cádiz;Aumento;18;
08/10/2021;Cádiz;Confirmados PDIA 14 días;218;
08/10/2021;Cádiz;Confirmados PDIA 7 días;91;
08/10/2021;Cádiz;Total confirmados ;112911;
08/10/2021;Cádiz;Hospitalizados;6701;
08/10/2021;Cádiz;Total UCI;687;
08/10/2021;Cádiz;Fallecidos;1610;
08/10/2021;Cádiz;Curados;110232;
08/10/2021;Córdoba;Confirmados PDIA;72169;
08/10/2021;Córdoba;Aumento;12;
08/10/2021;Córdoba;Confirmados PDIA 14 días;175;
08/10/2021;Córdoba;Confirmados PDIA 7 días;102;
08/10/2021;Córdoba;Total confirmados ;72664;
08/10/2021;Córdoba;Hospitalizados;5308;
08/10/2021;Córdoba;Total UCI;659;
08/10/2021;Córdoba;Fallecidos;1084;
08/10/2021;Córdoba;Curados;71068;
08/10/2021;Granada;Confirmados PDIA;108893;
08/10/2021;Granada;Aumento;15;
08/10/2021;Granada;Confirmados PDIA 14 días;194;
08/10/2021;Granada;Confirmados PDIA 7 días;80;
08/10/2021;Granada;Total confirmados ;109729;
08/10/2021;Granada;Hospitalizados;9165;
08/10/2021;Granada;Total UCI;1168;
08/10/2021;Granada;Fallecidos;1866;
08/10/2021;Granada;Curados;106967;
08/10/2021;Huelva;Confirmados PDIA;45416;
08/10/2021;Huelva;Aumento;16;
08/10/2021;Huelva;Confirmados PDIA 14 días;292;
08/10/2021;Huelva;Confirmados PDIA 7 días;111;
08/10/2021;Huelva;Total confirmados ;45619;
08/10/2021;Huelva;Hospitalizados;2806;
08/10/2021;Huelva;Total UCI;214;
08/10/2021;Huelva;Fallecidos;416;
08/10/2021;Huelva;Curados;44461;
08/10/2021;Jaén;Confirmados PDIA;63962;
08/10/2021;Jaén;Aumento;10;
08/10/2021;Jaén;Confirmados PDIA 14 días;132;
08/10/2021;Jaén;Confirmados PDIA 7 días;49;
08/10/2021;Jaén;Total confirmados ;64522;
08/10/2021;Jaén;Hospitalizados;5201;
08/10/2021;Jaén;Total UCI;489;
08/10/2021;Jaén;Fallecidos;1083;
08/10/2021;Jaén;Curados;63209;
08/10/2021;Málaga;Confirmados PDIA;154653;
08/10/2021;Málaga;Aumento;67;
08/10/2021;Málaga;Confirmados PDIA 14 días;749;
08/10/2021;Málaga;Confirmados PDIA 7 días;321;
08/10/2021;Málaga;Total confirmados ;156542;
08/10/2021;Málaga;Hospitalizados;10457;
08/10/2021;Málaga;Total UCI;1007;
08/10/2021;Málaga;Fallecidos;1975;
08/10/2021;Málaga;Curados;152659;
08/10/2021;Sevilla;Confirmados PDIA;176166;
08/10/2021;Sevilla;Aumento;54;
08/10/2021;Sevilla;Confirmados PDIA 14 días;695;
08/10/2021;Sevilla;Confirmados PDIA 7 días;243;
08/10/2021;Sevilla;Total confirmados ;176998;
08/10/2021;Sevilla;Hospitalizados;12837;
08/10/2021;Sevilla;Total UCI;1247;
08/10/2021;Sevilla;Fallecidos;2299;
08/10/2021;Sevilla;Curados;172371;
07/10/2021;Andalucía;Confirmados PDIA;803606;
07/10/2021;Andalucía;Aumento;287;
07/10/2021;Andalucía;Confirmados PDIA 14 días;3118;
07/10/2021;Andalucía;Confirmados PDIA 7 días;1192;
07/10/2021;Andalucía;Total confirmados ;809125;
07/10/2021;Andalucía;Hospitalizados;56889;
07/10/2021;Andalucía;Total UCI;6223;
07/10/2021;Andalucía;Fallecidos;11243;
07/10/2021;Andalucía;Curados;789106;
07/10/2021;Almería;Confirmados PDIA;70019;
07/10/2021;Almería;Aumento;38;
07/10/2021;Almería;Confirmados PDIA 14 días;560;
07/10/2021;Almería;Confirmados PDIA 7 días;194;
07/10/2021;Almería;Total confirmados ;70332;
07/10/2021;Almería;Hospitalizados;4430;
07/10/2021;Almería;Total UCI;755;
07/10/2021;Almería;Fallecidos;923;
07/10/2021;Almería;Curados;68544;
07/10/2021;Cádiz;Confirmados PDIA;112502;
07/10/2021;Cádiz;Aumento;24;
07/10/2021;Cádiz;Confirmados PDIA 14 días;246;
07/10/2021;Cádiz;Confirmados PDIA 7 días;87;
07/10/2021;Cádiz;Total confirmados ;112893;
07/10/2021;Cádiz;Hospitalizados;6700;
07/10/2021;Cádiz;Total UCI;687;
07/10/2021;Cádiz;Fallecidos;1607;
07/10/2021;Cádiz;Curados;110185;
07/10/2021;Córdoba;Confirmados PDIA;72157;
07/10/2021;Córdoba;Aumento;56;
07/10/2021;Córdoba;Confirmados PDIA 14 días;175;
07/10/2021;Córdoba;Confirmados PDIA 7 días;96;
07/10/2021;Córdoba;Total confirmados ;72652;
07/10/2021;Córdoba;Hospitalizados;5308;
07/10/2021;Córdoba;Total UCI;659;
07/10/2021;Córdoba;Fallecidos;1081;
07/10/2021;Córdoba;Curados;71042;
07/10/2021;Granada;Confirmados PDIA;108878;
07/10/2021;Granada;Aumento;19;
07/10/2021;Granada;Confirmados PDIA 14 días;202;
07/10/2021;Granada;Confirmados PDIA 7 días;81;
07/10/2021;Granada;Total confirmados ;109714;
07/10/2021;Granada;Hospitalizados;9164;
07/10/2021;Granada;Total UCI;1168;
07/10/2021;Granada;Fallecidos;1865;
07/10/2021;Granada;Curados;106915;
07/10/2021;Huelva;Confirmados PDIA;45400;
07/10/2021;Huelva;Aumento;30;
07/10/2021;Huelva;Confirmados PDIA 14 días;300;
07/10/2021;Huelva;Confirmados PDIA 7 días;117;
07/10/2021;Huelva;Total confirmados ;45603;
07/10/2021;Huelva;Hospitalizados;2805;
07/10/2021;Huelva;Total UCI;213;
07/10/2021;Huelva;Fallecidos;415;
07/10/2021;Huelva;Curados;44417;
07/10/2021;Jaén;Confirmados PDIA;63952;
07/10/2021;Jaén;Aumento;7;
07/10/2021;Jaén;Confirmados PDIA 14 días;137;
07/10/2021;Jaén;Confirmados PDIA 7 días;53;
07/10/2021;Jaén;Total confirmados ;64512;
07/10/2021;Jaén;Hospitalizados;5200;
07/10/2021;Jaén;Total UCI;490;
07/10/2021;Jaén;Fallecidos;1083;
07/10/2021;Jaén;Curados;63177;
07/10/2021;Málaga;Confirmados PDIA;154586;
07/10/2021;Málaga;Aumento;73;
07/10/2021;Málaga;Confirmados PDIA 14 días;776;
07/10/2021;Málaga;Confirmados PDIA 7 días;320;
07/10/2021;Málaga;Total confirmados ;156475;
07/10/2021;Málaga;Hospitalizados;10447;
07/10/2021;Málaga;Total UCI;1007;
07/10/2021;Málaga;Fallecidos;1970;
07/10/2021;Málaga;Curados;152532;
07/10/2021;Sevilla;Confirmados PDIA;176112;
07/10/2021;Sevilla;Aumento;40;
07/10/2021;Sevilla;Confirmados PDIA 14 días;722;
07/10/2021;Sevilla;Confirmados PDIA 7 días;244;
07/10/2021;Sevilla;Total confirmados ;176944;
07/10/2021;Sevilla;Hospitalizados;12835;
07/10/2021;Sevilla;Total UCI;1244;
07/10/2021;Sevilla;Fallecidos;2299;
07/10/2021;Sevilla;Curados;172294;
06/10/2021;Andalucía;Confirmados PDIA;803319;
06/10/2021;Andalucía;Aumento;264;
06/10/2021;Andalucía;Confirmados PDIA 14 días;3248;
06/10/2021;Andalucía;Confirmados PDIA 7 días;1178;
06/10/2021;Andalucía;Total confirmados ;808838;
06/10/2021;Andalucía;Hospitalizados;56877;
06/10/2021;Andalucía;Total UCI;6221;
06/10/2021;Andalucía;Fallecidos;11238;
06/10/2021;Andalucía;Curados;788488;
06/10/2021;Almería;Confirmados PDIA;69981;
06/10/2021;Almería;Aumento;46;
06/10/2021;Almería;Confirmados PDIA 14 días;595;
06/10/2021;Almería;Confirmados PDIA 7 días;227;
06/10/2021;Almería;Total confirmados ;70294;
06/10/2021;Almería;Hospitalizados;4430;
06/10/2021;Almería;Total UCI;755;
06/10/2021;Almería;Fallecidos;923;
06/10/2021;Almería;Curados;68471;
06/10/2021;Cádiz;Confirmados PDIA;112478;
06/10/2021;Cádiz;Aumento;18;
06/10/2021;Cádiz;Confirmados PDIA 14 días;245;
06/10/2021;Cádiz;Confirmados PDIA 7 días;76;
06/10/2021;Cádiz;Total confirmados ;112869;
06/10/2021;Cádiz;Hospitalizados;6700;
06/10/2021;Cádiz;Total UCI;686;
06/10/2021;Cádiz;Fallecidos;1607;
06/10/2021;Cádiz;Curados;110103;
06/10/2021;Córdoba;Confirmados PDIA;72101;
06/10/2021;Córdoba;Aumento;8;
06/10/2021;Córdoba;Confirmados PDIA 14 días;136;
06/10/2021;Córdoba;Confirmados PDIA 7 días;54;
06/10/2021;Córdoba;Total confirmados ;72596;
06/10/2021;Córdoba;Hospitalizados;5308;
06/10/2021;Córdoba;Total UCI;659;
06/10/2021;Córdoba;Fallecidos;1078;
06/10/2021;Córdoba;Curados;71001;
06/10/2021;Granada;Confirmados PDIA;108859;
06/10/2021;Granada;Aumento;11;
06/10/2021;Granada;Confirmados PDIA 14 días;236;
06/10/2021;Granada;Confirmados PDIA 7 días;72;
06/10/2021;Granada;Total confirmados ;109695;
06/10/2021;Granada;Hospitalizados;9163;
06/10/2021;Granada;Total UCI;1168;
06/10/2021;Granada;Fallecidos;1865;
06/10/2021;Granada;Curados;106871;
06/10/2021;Huelva;Confirmados PDIA;45370;
06/10/2021;Huelva;Aumento;30;
06/10/2021;Huelva;Confirmados PDIA 14 días;303;
06/10/2021;Huelva;Confirmados PDIA 7 días;107;
06/10/2021;Huelva;Total confirmados ;45573;
06/10/2021;Huelva;Hospitalizados;2804;
06/10/2021;Huelva;Total UCI;213;
06/10/2021;Huelva;Fallecidos;415;
06/10/2021;Huelva;Curados;44311;
06/10/2021;Jaén;Confirmados PDIA;63945;
06/10/2021;Jaén;Aumento;11;
06/10/2021;Jaén;Confirmados PDIA 14 días;161;
06/10/2021;Jaén;Confirmados PDIA 7 días;62;
06/10/2021;Jaén;Total confirmados ;64505;
