"date","province","ccaa","pruebas_pcr_realizadas","new_cases","PCR","TestAc","activos","hospitalized","hospitalized_accumulated","hospitalized_new","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-08-14","Bizkaia","País Vasco","","","378","","","","","","","","","12576","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62968-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","7 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-15","Bizkaia","País Vasco","","","370","","","","","","","","","12937","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62969-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","4 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-16","Bizkaia","País Vasco","","","204","","","","","","","","","13020","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62976-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","15 casos en personas con residencia fuera de Euskadi para ese día;el 21.08.2020 se ha corregido el dato de los PCR+ acumulados. Según la diferencia con el día anterior ahora serían 83, cuando inicialmente se notificaron 204 en Bizkaia. El total ese día pasa de 13141 a 13020 en Bizkaia."
"2020-08-17","Bizkaia","País Vasco","","","185","","","","","","","","","13205","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62984-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","11 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-18","Bizkaia","País Vasco","","","316","","","","","","","","","13521","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62990-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","27 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-19","Bizkaia","País Vasco","","","372","","","","","","","","","13893","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62994-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","14 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-20","Bizkaia","País Vasco","","","431","","","","","","","","","14324","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62996-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","31 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-21","Bizkaia","País Vasco","","","348","","","","","","","","","14668","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63001-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","6 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-22","Bizkaia","País Vasco","","","388","","","","","","","","","15043","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63002-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","1 caso en personas con residencia fuera de Euskadi para ese día"
"2020-08-23","Bizkaia","País Vasco","","","246","","","","","","","","","15257","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62998-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","24 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-24","Bizkaia","País Vasco","","","271","","","","","","","","","15528","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63020-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","19 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-25","Bizkaia","País Vasco","","","363","","","","","","","","","15891","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63025-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","26 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-26","Bizkaia","País Vasco","","","365","","","","","","","","","16221","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63031-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","25 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-27","Bizkaia","País Vasco","","","432","","","","","","","","","16653","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63029-inicio-del-curso-escolar-2020-2021-euskadi-datos-actualizados-del-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","13 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-28","Bizkaia","País Vasco","","","539","","","","","","","","","17277","","eldiario.es;Open Data Euskadi","https://www.eldiario.es/euskadi/euskadi/sociedad/euskadi-supera-record-positivos-dia-durante-pandemia-866-contagios-ultimas-24-horas_1_6188938.html;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","5 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-29","Bizkaia","País Vasco","","","359","","","","","","","","","17630","","Osakidetza;Open Data Euskadi","https://twitter.com/osakidetzaEJGV/status/1300031493599899650;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","4 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-30","Bizkaia","País Vasco","","","225","","","","","","","","","17710","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63044-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","4 casos en personas con residencia fuera de Euskadi para ese día"
"2020-08-31","Bizkaia","País Vasco","","","194","","","","","","","","","17904","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63050-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","16 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-01","Bizkaia","País Vasco","","","246","","","","","","","","","18150","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63072-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","46 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-02","Bizkaia","País Vasco","","","360","","","","","","","","","18510","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63077-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","27 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-03","Bizkaia","País Vasco","","","357","","","","","","","","","18867","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63091-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-04","Bizkaia","País Vasco","","","406","","","","","","","","","19269","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63097-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","2 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-05","Bizkaia","País Vasco","","","324","","","","","","","","","19589","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63101-euskadi-realizado-332-991-pruebas-pcr-detectado-158-casos-positivos-segunda-ola-epidemica;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","2 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-06","Bizkaia","País Vasco","","","299","","","","","","","","","19888","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63114-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","17 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-07","Bizkaia","País Vasco","","","216","","","","","","","","","20104","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63124-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-08","Bizkaia","País Vasco","","","312","","","","","","","","","20416","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63132-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","12 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-09","Bizkaia","País Vasco","","","342","","","","","","","","","20758","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63146-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","22 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-10","Bizkaia","País Vasco","","","308","","","","","","","","","21066","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63158-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","11 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-11","Bizkaia","País Vasco","","","359","","","","","","","","","21421","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63169-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","1 caso en personas con residencia fuera de Euskadi para ese día"
"2020-09-12","Bizkaia","País Vasco","","","264","","","","","","","","","21678","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63170-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","1 caso en personas con residencia fuera de Euskadi para ese día"
"2020-09-13","Bizkaia","País Vasco","","","134","","","","","","","","","21812","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63184-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-14","Bizkaia","País Vasco","","","169","","","","","","","","","21981","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63207-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","6 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-15","Bizkaia","País Vasco","","","237","","","","","","","","","22218","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63226-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","10 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-16","Bizkaia","País Vasco","","","252","","","","","","","","","22470","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63249-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-17","Bizkaia","País Vasco","","","232","","","","","","","","","22702","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63270-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","12 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-18","Bizkaia","País Vasco","","","266","","","","","","","","","22962","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63288-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","5 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-19","Bizkaia","País Vasco","","","227","","","","","","","","","23185","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63289-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","3 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-20","Bizkaia","País Vasco","","","163","","","","","","","","","23348","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63293-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-21","Bizkaia","País Vasco","","","167","","","","","","","","","23515","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63321-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-22","Bizkaia","País Vasco","","","177","","","","","","","","","23692","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63341-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-23","Bizkaia","País Vasco","","","229","","","","","","","","","23921","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63386-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","28 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-24","Bizkaia","País Vasco","","","159","","","","","","","","","24080","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63361-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","13 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-25","Bizkaia","País Vasco","","","185","","","","","","","","","24262","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63413-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-26","Bizkaia","País Vasco","","","276","","","","","","","","","24534","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63415-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","10 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-27","Bizkaia","País Vasco","","","176","","","","","","","","","24520","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63427-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","14 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-28","Bizkaia","País Vasco","","","138","","","","","","","","","24658","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63457-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-29","Bizkaia","País Vasco","","","198","","","","","","","","","24856","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63493-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","13 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-30","Bizkaia","País Vasco","","","138","","","","","","","","","24994","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63515-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-01","Bizkaia","País Vasco","","","186","","","","","","","","","25180","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63550-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","20 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-02","Bizkaia","País Vasco","","","213","","","","","","","","","25389","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63566-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-03","Bizkaia","País Vasco","","","165","","","","","","","","","25552","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63569-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-04","Bizkaia","País Vasco","","","114","","","","","","","","","25620","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63586-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","4 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-05","Bizkaia","País Vasco","","","168","","","","","","","","","25788","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63620-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","4 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-06","Bizkaia","País Vasco","","","184","","","","","","","","","25972","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63651-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","6 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-07","Bizkaia","País Vasco","","","195","","","","","","","","","26167","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63700-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-08","Bizkaia","País Vasco","","","199","","","","","","","","","26366","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63713-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","7 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-09","Bizkaia","País Vasco","","","260","","","","","","","","","26625","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63744-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","1 caso en personas con residencia fuera de Euskadi para ese día"
"2020-10-10","Bizkaia","País Vasco","","","244","","","","","","","","","26881","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63746-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","2 caso en personas con residencia fuera de Euskadi para ese día"
"2020-10-11","Bizkaia","País Vasco","","","140","","","","","","","","","27019","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63749-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-10-12","Bizkaia","País Vasco","","","255","","","","","","","","","27274","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63769-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","6 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-13","Bizkaia","País Vasco","","","179","","","","","","","","","27453","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63808-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","6 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-14","Bizkaia","País Vasco","","","291","","","","","","","","","27744","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63831-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-15","Bizkaia","País Vasco","","","329","","","","","","","","","28073","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63865-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-16","Bizkaia","País Vasco","","","321","","","","","","","","","28391","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63899-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-17","Bizkaia","País Vasco","","","305","","","","","","","","","28693","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63930-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","3 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-18","Bizkaia","País Vasco","","","313","","","","","","","","","29006","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63912-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","10 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-19","Bizkaia","País Vasco","","","265","","","","","","","","","29271","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/63978-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","1 caso en personas con residencia fuera de Euskadi para ese día"
"2020-10-20","Bizkaia","País Vasco","","","342","","","","","","","","","29613","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64004-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","15 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-21","Bizkaia","País Vasco","","","423","","","","","","","","","30036","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64022-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","11 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-22","Bizkaia","País Vasco","","561","","","","","","","","","30597","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64079-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"" no PCR. 11 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-23","Bizkaia","País Vasco","","452","","","","","","","","","31042","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64106-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""suma de PCR y de antígenos"". 4 casos de otras comunidades autónomas"
"2020-10-24","Bizkaia","País Vasco","","443","","","","","","","","","31491","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64107-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""suma de PCR y de antígenos"". 11 casos de otras comunidades autónomas"
"2020-10-25","Bizkaia","País Vasco","","477","","","","","","","","","31968","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64128-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 15 casos de otras comunidades autónomas"
"2020-10-26","Bizkaia","País Vasco","","457","","","","","","","","","32425","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64161-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 22 casos de otras comunidades autónomas"
"2020-10-27","Bizkaia","País Vasco","","500","","","","","","","","","32925","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64194-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 10 casos de otras comunidades autónomas"
"2020-10-28","Bizkaia","País Vasco","","524","","","","","","","","","33449","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64219-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 13 casos de otras comunidades autónomas"
"2020-10-29","Bizkaia","País Vasco","","605","","","","","","","","","34054","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64252-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 10 casos de otras comunidades autónomas"
"2020-10-30","Bizkaia","País Vasco","","688","","","","","","","","","34744","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/64288-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 15 casos de otras comunidades autónomas"
