"","Fecha","Isla","Provincia","Hospital","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"1455","25/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1456","25/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1457","25/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1458","25/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1459","25/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"1460","25/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",1,1,0
"1461","25/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1462","25/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1463","25/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",12,2,0
"1464","25/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",27,5,0
"1465","25/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1466","25/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1467","25/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1468","25/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"1469","25/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1470","25/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1471","26/05/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1472","26/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,0,0
"1473","26/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",2,1,0
"1474","26/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",5,1,0
"1475","26/05/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"1476","26/05/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1477","26/05/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1478","26/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1479","26/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1480","26/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"1481","26/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1482","26/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"1483","26/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",1,1,0
"1484","26/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1485","26/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1486","26/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",10,2,0
"1487","26/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",27,4,0
"1488","26/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1489","26/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1490","26/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",2,0,0
"1491","26/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",4,0,0
"1492","26/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",2,0,0
"1493","26/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1494","27/05/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1495","27/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1496","27/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1497","27/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",6,1,0
"1498","27/05/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"1499","27/05/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1500","27/05/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1501","27/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1502","27/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1503","27/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"1504","27/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1505","27/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"1506","27/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1507","27/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1508","27/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1509","27/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",9,1,0
"1510","27/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",26,4,0
"1511","27/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1512","27/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1513","27/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",4,0,0
"1514","27/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"1515","27/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1516","27/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1517","28/05/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1518","28/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1519","28/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1520","28/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",8,1,0
"1521","28/05/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",2,0,0
"1522","28/05/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1523","28/05/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1524","28/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1525","28/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1526","28/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1527","28/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1528","28/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"1529","28/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1530","28/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1531","28/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1532","28/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",11,1,0
"1533","28/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",19,4,0
"1534","28/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1535","28/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1536","28/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1537","28/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"1538","28/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1539","28/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1540","29/05/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1541","29/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1542","29/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1543","29/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",6,2,0
"1544","29/05/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",2,0,0
"1545","29/05/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1546","29/05/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1547","29/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1548","29/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1549","29/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1550","29/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1551","29/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"1552","29/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1553","29/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1554","29/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1555","29/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",6,1,0
"1556","29/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",21,3,0
"1557","29/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1558","29/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1559","29/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1560","29/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"1561","29/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1562","29/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1563","30/05/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1564","30/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",2,0,0
"1565","30/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1566","30/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",6,2,0
"1567","30/05/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"1568","30/05/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1569","30/05/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1570","30/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1571","30/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1572","30/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1573","30/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1574","30/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"1575","30/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1576","30/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1577","30/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1578","30/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",9,2,0
"1579","30/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",20,3,0
"1580","30/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1581","30/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1582","30/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1583","30/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"1584","30/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1585","30/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1586","31/05/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1587","31/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1588","31/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1589","31/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",7,2,0
"1590","31/05/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",1,0,0
"1591","31/05/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1592","31/05/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1593","31/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1594","31/05/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1595","31/05/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1596","31/05/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1597","31/05/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",3,0,0
"1598","31/05/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1599","31/05/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1600","31/05/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1601","31/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",9,1,0
"1602","31/05/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",22,3,0
"1603","31/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1604","31/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1605","31/05/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1606","31/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"1607","31/05/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1608","31/05/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1609","01/06/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1610","01/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1611","01/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1612","01/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",5,2,0
"1613","01/06/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",1,1,0
"1614","01/06/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1615","01/06/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1616","01/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1617","01/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1618","01/06/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1619","01/06/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1620","01/06/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",3,0,0
"1621","01/06/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1622","01/06/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1623","01/06/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1624","01/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",9,3,0
"1625","01/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",20,3,0
"1626","01/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1627","01/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1628","01/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1629","01/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"1630","01/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"1631","01/06/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1632","02/06/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",1,0,0
"1633","02/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1634","02/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1635","02/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",3,2,0
"1636","02/06/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"1637","02/06/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1638","02/06/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1639","02/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1640","02/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1641","02/06/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1642","02/06/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1643","02/06/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",2,0,0
"1644","02/06/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1645","02/06/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1646","02/06/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1647","02/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",6,1,0
"1648","02/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",19,3,0
"1649","02/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1650","02/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1651","02/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1652","02/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"1653","02/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"1654","02/06/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1655","03/06/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1656","03/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1657","03/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1658","03/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",5,1,0
"1659","03/06/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",1,0,0
"1660","03/06/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1661","03/06/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1662","03/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1663","03/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1664","03/06/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"1665","03/06/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1666","03/06/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"1667","03/06/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1668","03/06/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1669","03/06/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1670","03/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",6,0,0
"1671","03/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",20,3,0
"1672","03/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1673","03/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1674","03/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1675","03/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"1676","03/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"1677","03/06/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1678","04/06/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1679","04/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1680","04/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",1,1,0
"1681","04/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",5,1,0
"1682","04/06/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",1,0,0
"1683","04/06/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1684","04/06/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1685","04/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1686","04/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1687","04/06/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1688","04/06/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1689","04/06/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"1690","04/06/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1691","04/06/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1692","04/06/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1693","04/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",4,0,0
"1694","04/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",21,2,0
"1695","04/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"1696","04/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"1697","04/06/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"1698","04/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"1699","04/06/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"1700","04/06/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"1701","05/06/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"1702","05/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"1703","05/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",0,1,0
"1704","05/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",2,1,0
"1705","05/06/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"1706","05/06/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"1707","05/06/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"1708","05/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"1709","05/06/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"1710","05/06/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"1711","05/06/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"1712","05/06/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"1713","05/06/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,0,0
"1714","05/06/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"1715","05/06/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"1716","05/06/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",6,0,0
