date,province,ccaa,new_cases,PCR,TestAc,activos,hospitalized,hospitalized_accumulated,hospitalized_new,intensive_care,deceased,cases_accumulated,cases_accumulated_PCR,recovered,source_name,source,comments
2020-04-20,Valencia/València,Comunitat Valenciana,58,,,2464,641,,,103,539,5437,,2434,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=854639),
2020-04-21,Valencia/València,Comunitat Valenciana,41,,,2493,619,,,97,539,5478,,2446,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=854686),
2020-04-22,Valencia/València,Comunitat Valenciana,74,,,2408,588,,,86,547,5552,,2597,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=854877),
2020-04-23,Valencia/València,Comunitat Valenciana,116,,,2344,539,,,82,557,5668,,2767,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=854936),
2020-04-24,Valencia/València,Comunitat Valenciana,100,,,2319,528,,,78,566,5768,,2883,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=855237),
2020-04-25,Valencia/València,Comunitat Valenciana,57,,,2257,510,,,76,570,5825,,2998,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=855301),
2020-04-26,Valencia/València,Comunitat Valenciana,133,,,2267,484,,,74,580,5958,,3111,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=855341),
2020-04-27,Valencia/València,Comunitat Valenciana,24,,,2251,499,,,71,582,5982,,3149,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=855397),
2020-04-28,Valencia/València,Comunitat Valenciana,147,,,2326,478,,,68,590,6129,,3213,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=855663),
2020-04-29,Valencia/València,Comunitat Valenciana,55,,,2323,441,,,65,601,6184,,3260,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=855860),
2020-04-30,Valencia/València,Comunitat Valenciana,95,,,2261,407,,,62,615,6279,,3403,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=856016),
2020-05-01,Valencia/València,Comunitat Valenciana,63,,,2234,402,,,63,618,6342,,3490,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=856177),
2020-05-02,Valencia/València,Comunitat Valenciana,135,,,2280,402,,,61,625,6477,,3572,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=856296),
2020-05-03,Valencia/València,Comunitat Valenciana,72,,,2256,393,,,56,629,6549,,3664,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=856396),
2020-05-04,Valencia/València,Comunitat Valenciana,119,,,2337,384,,,51,632,6668,,3699,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=856517),
2020-05-05,Valencia/València,Comunitat Valenciana,,,,,363,,,46,635,6697,,3754,Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=856956),
2020-05-06,Valencia/València,Comunitat Valenciana,,,,,353,,,44,644,6758,,3774,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=857078),
2020-05-07,Valencia/València,Comunitat Valenciana,94,,,,337,,,40,649,6852,,3979,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=857376),
2020-05-08,Valencia/València,Comunitat Valenciana,91,,,,305,,,36,651,6943,,4066,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=857737),
2020-05-09,Valencia/València,Comunitat Valenciana,68,,,,295,,,35,658,7011,,4433,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=857941),
2020-05-10,Valencia/València,Comunitat Valenciana,75,,,,295,,,35,666,7086,,4439,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=857977),
2020-05-11,Valencia/València,Comunitat Valenciana,10,,,,285,,,35,671,7096,,4466,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858016),
2020-05-12,Valencia/València,Comunitat Valenciana,25,,,,269,,,34,673,7121,,4534,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858101),
2020-05-13,Valencia/València,Comunitat Valenciana,43,7,,,258,,,32,675,7164,,4612,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858204),
2020-05-14,Valencia/València,Comunitat Valenciana,15,15,,,242,,,28,680,,5545,4732,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858243),
2020-05-15,Valencia/València,Comunitat Valenciana,20,20,,,232,,,22,687,,5565,4828,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858417),
2020-05-16,Valencia/València,Comunitat Valenciana,22,22,,,222,,,22,693,,5587,4840,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858480),
2020-05-17,Valencia/València,Comunitat Valenciana,22,22,,,223,,,22,693,,5609,4907,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858516),
2020-05-18,Valencia/València,Comunitat Valenciana,,13,,,200,,,19,693,,5622,4940,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858597),
2020-05-19,Valencia/València,Comunitat Valenciana,,3,,,172,,,17,695,,5625,5063,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=858860),
2020-05-20,Valencia/València,Comunitat Valenciana,,3,,,166,,,14,696,,5628,5156,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859020),
2020-05-21,Valencia/València,Comunitat Valenciana,,20,,,150,,,11,697,,5648,5273,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859089),
2020-05-22,Valencia/València,Comunitat Valenciana,,23,,,,,,0,701,,5671,5414,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859239),
2020-05-23,Valencia/València,Comunitat Valenciana,,13,,,140,,,10,702,,5684,,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859279),
2020-05-24,Valencia/València,Comunitat Valenciana,,6,,,139,,,10,703,,5690,,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859305),
2020-05-25,Valencia/València,Comunitat Valenciana,,3,,,139,,,10,703,,5693,,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859418),
2020-05-26,Valencia/València,Comunitat Valenciana,,22,,,133,,,9,704,,5715,5716,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859530),
2020-05-27,Valencia/València,Comunitat Valenciana,,11,,,130,,,11,705,,5726,5830,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859717),
2020-05-28,Valencia/València,Comunitat Valenciana,,6,,,114,,,8,710,,5732,5956,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=859936),
2020-05-29,Valencia/València,Comunitat Valenciana,,10,,,107,,,7,710,,5728,6163,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=860116),
2020-05-30,Valencia/València,Comunitat Valenciana,,1,,,94,,,7,712,,5729,6248,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=860178),
2020-05-31,Valencia/València,Comunitat Valenciana,,1,,,90,,,7,712,,5730,6295,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=860196),
2020-06-01,Valencia/València,Comunitat Valenciana,,5,,,96,,,8,712,,5736,6342,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=860274),Han cambiado la manera de redactar en la nota de prensa los datos de hospitalizaciones. Ahora se da a entender que los hospitalizados incluyen los ingresos en UCI.
2020-06-02,Valencia/València,Comunitat Valenciana,,12,,,91,,,8,715,,5755,6507,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/not_detalle_area_prensa?id=860596,"se detectaron 12 PCR+, el total debería ser menor. Dejamos el total que aporta la nota de prensa "
2020-06-03,Valencia/València,Comunitat Valenciana,,5,,,85,,,5,717,,5761,6604,Sanidad Generalitat Valenciana,https://www.gva.es/es/inicio/area_de_prensa/not_detalle_area_prensa?id=860697,
2020-06-04,Valencia/València,Comunitat Valenciana,,12,,,80,,,5,719,,5773,6670,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=860996,
2020-06-05,Valencia/València,Comunitat Valenciana,,9,,,75,,,6,719,,5782,6696,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=861057,
2020-06-06,Valencia/València,Comunitat Valenciana,,13,,,79,,,5,719,,5795,6725,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=861124,
2020-06-07,Valencia/València,Comunitat Valenciana,,14,,,82,,,5,719,,5809,6841,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=861437,
2020-06-08,Valencia/València,Comunitat Valenciana,,14,,,82,,,5,719,,5809,6841,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=861437),
2020-06-09,Valencia/València,Comunitat Valenciana,,9,,,77,,,5,721,,5818,6927,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=861779),
2020-06-10,Valencia/València,Comunitat Valenciana,,11,,,83,,,5,722,,5831,7035,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=862057),
2020-06-11,Valencia/València,Comunitat Valenciana,,17,,,61,,,4,724,,5848,7123,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=862338),
2020-06-12,Valencia/València,Comunitat Valenciana,,6,,,57,,,5,726,,5854,7255,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=862716),
2020-06-13,Valencia/València,Comunitat Valenciana,,2,,,54,,,6,728,,5856,7325,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=862836),
2020-06-14,Valencia/València,Comunitat Valenciana,,9,,,53,,,6,728,,5865,7338,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=862882),
2020-06-15,Valencia/València,Comunitat Valenciana,,11,,,53,,,6,728,,5879,7383,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=863276),
2020-06-16,Valencia/València,Comunitat Valenciana,,2,,,49,,,5,729,,5882,7450,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=863441),
2020-06-17,Valencia/València,Comunitat Valenciana,,5,,,45,,,4,732,,5887,7511,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=863736),
2020-06-18,Valencia/València,Comunitat Valenciana,,6,,,41,,,4,732,,5893,7574,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=864200,
2020-06-19,Valencia/València,Comunitat Valenciana,,7,,,40,,,3,732,,5900,7630,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=864936),
2020-06-20,Valencia/València,Comunitat Valenciana,,17,,,39,,,3,733,,5917,7711,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=865016),
2020-06-21,Valencia/València,Comunitat Valenciana,,3,,,40,,,3,733,,5920,7723,Sanidad Generalitat Valenciana,https://www.gva.es/va/inicio/area_de_prensa/ap_notas_prensa?zona=21&idioma=ES&tipoContenido=26&busquedadescripcion=Coronavirus|covid19|covid-19&busquedacategoria=0&busquedaorganismo=3.07&busquedafechaini=&busquedafechafin=&botonBuscar=Buscar (https://www.gva.es/va/inicio/area_de_prensa/not_detalle_area_prensa?id=865056),
