"date","province","ine_code","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","num_casos","num_casos_prueba_pcr","num_casos_prueba_test_ac","num_casos_prueba_otras","num_casos_prueba_desconocida","poblacion","cases_per_cienmil","intensive_care_per_1000000","deceassed_per_100000","hospitalized_per_100000","cases_14days","cases_7days","cases_PCR_14days","cases_PCR_7days","daily_cases","daily_cases_avg7","daily_cases_PCR","daily_cases_PCR_avg7","daily_deaths","daily_deaths_inc","daily_deaths_avg3","daily_deaths_avg7","deaths_last_week","source_name","source","comments"
2020-04-18,"Albacete",2,"Castilla - La Mancha",36,NA,NA,NA,385,NA,354,3709,NA,NA,35,4,2,0,29,388167,955.52,NA,91.2,99.18,1056,259,NA,NA,36,43.6,NA,NA,7,2,5.3,6.4,45,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Alicante/Alacant",3,"Comunitat Valenciana",32,NA,NA,1443,267,82,388,3508,NA,1677,73,14,58,0,1,1858683,188.74,4.41,20.87,14.37,881,375,NA,NA,32,73.6,NA,NA,8,2.1,10.3,8.7,61,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Almería",4,"Andalucía",14,NA,NA,NA,NA,NA,42,458,NA,147,7,0,7,0,0,716820,63.89,NA,5.86,NA,87,45,NA,NA,14,7,NA,NA,1,2.4,1.3,0.9,6,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Araba/Álava",1,"País Vasco",37,NA,NA,NA,151,26,315,3231,NA,NA,6,3,0,0,3,331549,974.52,7.84,95.01,45.54,556,197,NA,NA,37,30.3,NA,NA,7,2.3,8.3,7.9,55,"Osakidetza;Open Data Euskadi;Open Data Euskadi;ISCIII RENAVE","https://twitter.com/osakidetzaEJGV/status/1251829196499881984;https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/18_abril_Boletin.pdf;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Asturias",33,"Asturias, Principado de",NA,NA,188,NA,360,56,197,2391,2203,NA,9,9,0,0,0,1022800,233.77,5.48,19.26,35.2,696,307,522,202,25,51.6,17,36.3,7,3.7,7,6.7,47,"Instituto de Salud Carlos III;Asturias - Portal de Transparencia en Datos;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://app.transparenciaendatos.es/v/#!/5eb4344e16b9fc465933d266;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",";"
2020-04-18,"Ávila",5,"Castilla y León",15,NA,NA,NA,96,9,107,1090,NA,446,15,9,6,0,0,157640,691.45,5.71,67.88,60.9,411,173,NA,NA,15,27.6,NA,NA,0,0,1,1.9,13,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Badajoz",6,"Extremadura",38,NA,NA,519,78,20,71,1010,855,420,28,4,24,0,0,673559,149.95,2.97,10.54,11.58,338,128,NA,NA,38,21.6,10,NA,1,1.4,2.3,2.3,16,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Balears, Illes",7,"Balears, Illes",NA,NA,NA,642,389,75,148,1748,NA,NA,14,12,2,0,0,1149460,152.07,6.52,12.88,33.84,455,214,NA,NA,80,37.1,NA,NA,14,10.4,7.7,6.6,46,"Conselleria de Salut y Consumo - Govern Illes Balears;ISCIII RENAVE","http://www.caib.es/pidip2front/jsp/es/ficha-convocatoria/9444990;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv","Activos: """"El repunte se debe a que el Servicio de Epidemiología de la Dirección General de Salud Pública y Participación de la Consejería de Salud y Consumo comunicó al Ministerio de Sanidad anoche un total de 47 casos positivos nuevos de SARS-CoV-2 que aún no se habían notificado desde los servicios asistenciales de origen debido a un retraso puntual en los procesos de verificación."" Faltan datos en la nota."
2020-04-18,"Barcelona",8,"Cataluña",771,598,67,NA,NA,NA,8379,38080,37482,NA,373,365,0,0,8,5664579,672.25,NA,147.92,NA,11970,5697,11380,5233,665,883.4,598,816.1,173,2.1,198,221.4,1550,"Transparencia Catalunya;Generalitat de Catalunya;Transparencia Catalunya;ISCIII RENAVE","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv;https://app.powerbi.com/view?r=eyJrIjoiZTkyNTcwNjgtNTQ4Yi00ZTg0LTk1OTctNzM3ZGEzNWE4OTIxIiwidCI6IjNiOTQyN2RjLWQzMGUtNDNiYy04YzA2LWZmNzI1MzY3NmZlYyIsImMiOjh9;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Bizkaia",48,"País Vasco",142,NA,NA,NA,529,87,538,7010,NA,NA,92,87,0,0,5,1152651,608.16,7.55,46.68,45.89,2407,1077,NA,NA,142,173.1,NA,NA,23,4.5,16.3,17.7,124,"Osakidetza;Open Data Euskadi;Open Data Euskadi;ISCIII RENAVE","https://twitter.com/osakidetzaEJGV/status/1251829196499881984;https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/18_abril_Boletin.pdf;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Burgos",9,"Castilla y León",72,NA,NA,NA,160,39,160,1522,NA,620,17,14,3,0,0,356958,426.38,10.93,44.82,44.82,537,315,NA,NA,72,50.3,NA,NA,1,0.6,3.7,3.4,24,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Cáceres",10,"Extremadura",23,NA,NA,1522,185,23,313,2182,1818,347,53,14,39,0,0,394151,553.59,5.84,79.41,46.94,807,406,NA,NA,23,65.9,0,NA,3,1,6,8,56,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Cádiz",11,"Andalucía",17,NA,NA,NA,NA,NA,75,1139,NA,283,17,9,8,0,0,1240155,91.84,NA,6.05,NA,277,149,NA,NA,17,24,NA,NA,1,1.4,2.3,2.3,16,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Cantabria",39,"Cantabria",NA,46,101,NA,199,78,160,2052,1953,465,13,13,0,0,0,581078,353.14,13.42,27.54,34.25,564,221,465,164,52,38.3,46,27.3,4,2.6,4.3,5.6,39,"Instituto de Salud Carlos III;Servicio Cántabro de Salud;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://serviweb.scsalud.es:10443/ficheros/COVID19_historico.csv;https://www.scsalud.es/coronavirus;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Castellón/Castelló",12,"Comunitat Valenciana",56,NA,NA,739,137,32,139,1313,NA,435,16,9,7,0,0,579962,226.39,5.52,23.97,23.62,461,224,NA,NA,56,37,NA,NA,10,7.8,5,5.7,40,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Ceuta",51,"Ceuta",NA,NA,12,NA,9,4,4,112,100,NA,1,0,1,0,0,84777,132.11,4.72,4.72,10.62,29,17,17,5,1,2.7,0,1,0,0,0,0,0,"Instituto de Salud Carlos III;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Ciudad Real",13,"Castilla - La Mancha",96,NA,NA,NA,535,NA,743,6212,NA,NA,40,16,4,0,20,495761,1253.02,NA,149.87,107.91,2358,945,NA,NA,96,153.4,NA,NA,35,4.9,28,34.3,240,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Córdoba",14,"Andalucía",5,NA,NA,NA,NA,NA,74,1271,NA,371,17,5,12,0,0,782979,162.33,NA,9.45,NA,225,102,NA,NA,5,16.9,NA,NA,2,2.8,3.7,2.6,18,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Coruña, A",15,"Galicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,28,14,0,0,1119596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Cuenca",16,"Castilla - La Mancha",107,NA,NA,NA,82,NA,152,1252,NA,NA,4,1,0,0,3,196329,637.71,NA,77.42,41.77,755,368,NA,NA,107,54,NA,NA,3,2,1.7,3.3,23,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Gipuzkoa",20,"País Vasco",35,NA,NA,NA,165,27,209,2328,NA,NA,10,7,0,0,3,723576,321.74,3.73,28.88,22.8,796,277,NA,NA,35,53.3,NA,NA,12,6.1,10.7,11.3,79,"Osakidetza;Open Data Euskadi;Open Data Euskadi;ISCIII RENAVE","https://twitter.com/osakidetzaEJGV/status/1251829196499881984;https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/18_abril_Boletin.pdf;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Girona",17,"Cataluña",NA,82,7,NA,434,73,452,3097,2979,1166,49,43,0,0,6,771044,401.66,9.47,58.62,56.29,1041,527,923,420,89,80.4,82,65,17,3.9,16,14.3,100,"Transparencia Catalunya;Generalitat de Catalunya;Transparencia Catalunya;ISCIII RENAVE","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv;https://app.powerbi.com/view?r=eyJrIjoiZTkyNTcwNjgtNTQ4Yi00ZTg0LTk1OTctNzM3ZGEzNWE4OTIxIiwidCI6IjNiOTQyN2RjLWQzMGUtNDNiYy04YzA2LWZmNzI1MzY3NmZlYyIsImMiOjh9;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Granada",18,"Andalucía",54,NA,NA,NA,NA,NA,196,2023,NA,616,28,10,18,0,0,914678,221.17,NA,21.43,NA,522,191,NA,NA,54,35.9,NA,NA,3,1.6,3,4.4,31,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Guadalajara",19,"Castilla - La Mancha",33,NA,NA,NA,166,NA,180,1345,NA,NA,4,0,0,0,4,257762,521.8,NA,69.83,64.4,487,268,NA,NA,33,41.3,NA,NA,4,2.3,7.7,5.9,41,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Huelva",21,"Andalucía",19,NA,NA,NA,NA,NA,34,377,NA,118,0,0,0,0,0,521870,72.24,NA,6.52,NA,89,46,NA,NA,19,7,NA,NA,2,6.2,2,1.1,8,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Huesca",22,"Aragón",NA,NA,NA,371,75,23,78,577,NA,128,1,1,0,0,0,220461,261.72,10.43,35.38,34.02,181,75,NA,NA,33,12.3,NA,NA,2,2.6,0.7,1.7,12,"aragon.es;ISCIII RENAVE","https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Jaén",23,"Andalucía",23,NA,NA,NA,NA,NA,137,1297,NA,253,10,3,7,0,0,633564,204.71,NA,21.62,NA,363,128,NA,NA,23,23,NA,NA,6,4.6,3,4.6,32,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"León",24,"Castilla y León",73,NA,NA,NA,172,40,290,2285,NA,1031,6,5,1,0,0,460001,496.74,8.7,63.04,37.39,1024,710,NA,NA,73,106.7,NA,NA,3,1,5.7,7.7,54,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Lleida",25,"Cataluña",38,31,5,NA,NA,NA,157,1700,1676,276,11,5,0,0,6,434930,390.87,NA,36.1,NA,566,244,542,230,36,38.9,31,36.9,4,2.6,4,4,28,"Transparencia Catalunya;Generalitat de Catalunya;Transparencia Catalunya;ISCIII RENAVE","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv;https://app.powerbi.com/view?r=eyJrIjoiZTkyNTcwNjgtNTQ4Yi00ZTg0LTk1OTctNzM3ZGEzNWE4OTIxIiwidCI6IjNiOTQyN2RjLWQzMGUtNDNiYy04YzA2LWZmNzI1MzY3NmZlYyIsImMiOjh9;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Lugo",27,"Galicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,1,0,0,329587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Madrid",28,"Madrid, Comunidad de",NA,NA,2475,NA,8597,1094,7239,60941,60582,NA,469,469,0,0,0,6663394,914.56,16.42,108.64,129.02,14744,7656,13157,5665,2963,1142.4,523,862.1,107,1.5,120.7,137.3,961,"Instituto de Salud Carlos III;Consejería de Salud de la Comunidad de Madrid;Instituto de Salud Carlos III via @alfonsotwr;Comunidad de Madrid;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-historico.csv;https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-pcr.csv;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Málaga",29,"Andalucía",59,NA,NA,NA,NA,NA,223,2531,NA,869,47,9,38,0,0,1661785,152.31,NA,13.42,NA,615,314,NA,NA,59,46.9,NA,NA,6,2.8,4,5.7,40,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Melilla",52,"Melilla",NA,NA,3,NA,44,3,2,107,104,NA,0,0,0,0,0,86487,123.72,3.47,2.31,50.87,21,6,18,3,3,1.3,0,0.9,0,0,0,0,0,"Instituto de Salud Carlos III;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Murcia",30,"Murcia, Región de",NA,NA,215,NA,612,102,116,1653,1438,NA,5,0,5,0,0,1493898,110.65,6.83,7.76,40.97,394,201,179,51,6,31,8,8.3,1,0.9,1.7,2.7,19,"Instituto de Salud Carlos III;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Navarra",31,"Navarra, Comunidad Foral de",NA,NA,243,NA,1843,127,369,4656,4413,NA,65,39,26,0,0,654214,711.69,19.41,56.4,281.71,1425,564,1182,321,77,98.1,64,63.4,15,4.2,36,19.6,137,"Instituto de Salud Carlos III;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Ourense",32,"Galicia",NA,NA,NA,NA,183,19,86,1531,NA,245,41,14,27,0,0,307651,497.64,6.18,27.95,59.48,498,135,NA,NA,12,25.3,NA,NA,2,2.4,1.7,2,14,"Área sanitaria Ourense via @lipido;ISCIII RENAVE","https://github.com/lipido/galicia-covid19;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Palencia",34,"Castilla y León",14,NA,NA,NA,61,22,58,673,NA,220,22,19,3,0,0,160980,418.06,13.67,36.03,37.89,201,53,NA,NA,14,9.7,NA,NA,4,7.4,1.7,1.7,12,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Palmas, Las",35,"Canarias",NA,NA,NA,NA,NA,NA,34,645,645,NA,1,1,0,0,0,1120406,57.57,NA,3.03,NA,153,31,153,31,4,5.1,4,5.1,1,3,1,0.7,5,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Pontevedra",36,"Galicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,3,0,0,942665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Rioja, La",26,"Rioja, La",NA,NA,694,NA,1268,79,277,4330,3636,NA,17,17,0,0,0,316798,1366.8,24.94,87.44,400.26,1611,655,917,278,80,104.9,53,51,5,1.8,6.7,8.3,58,"Instituto de Salud Carlos III;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-18,"Salamanca",37,"Castilla y León",77,NA,NA,NA,256,42,276,2514,NA,761,27,13,14,0,0,330119,761.54,12.72,83.61,77.55,855,321,NA,NA,77,57,NA,NA,3,1.1,3,4.6,32,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Santa Cruz de Tenerife",38,"Canarias",NA,NA,NA,NA,NA,NA,85,1402,1402,NA,8,8,0,0,0,1032983,135.72,NA,8.23,NA,248,72,248,72,8,13.3,8,13.3,3,3.7,3,2.7,19,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Segovia",40,"Castilla y León",33,NA,NA,NA,120,18,167,2285,NA,636,23,4,19,0,0,153129,1492.21,11.75,109.06,78.37,1137,440,NA,NA,33,75,NA,NA,6,3.7,3,4,28,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Sevilla",41,"Andalucía",30,NA,NA,NA,NA,NA,212,2329,NA,459,9,5,4,0,0,1942389,119.9,NA,10.91,NA,666,263,NA,NA,30,42.1,NA,NA,5,2.4,7.7,6.1,43,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Soria",42,"Castilla y León",52,NA,NA,NA,72,16,94,1231,NA,293,30,8,22,0,0,88636,1388.83,18.05,106.05,81.23,428,241,NA,NA,52,43.4,NA,NA,2,2.2,1.3,2,14,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Tarragona",43,"Cataluña",26,26,NA,NA,NA,NA,301,1711,1627,471,16,14,0,0,2,804664,212.64,NA,37.41,NA,606,275,522,240,26,43.7,26,37,6,2,10,12.1,85,"Transparencia Catalunya;Generalitat de Catalunya;Transparencia Catalunya;ISCIII RENAVE","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv;https://app.powerbi.com/view?r=eyJrIjoiZTkyNTcwNjgtNTQ4Yi00ZTg0LTk1OTctNzM3ZGEzNWE4OTIxIiwidCI6IjNiOTQyN2RjLWQzMGUtNDNiYy04YzA2LWZmNzI1MzY3NmZlYyIsImMiOjh9;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Teruel",44,"Aragón",NA,NA,NA,360,49,10,64,537,NA,113,2,2,0,0,0,134137,400.34,7.46,47.71,36.53,166,73,NA,NA,10,11.1,NA,NA,5,8.5,3.3,3,21,"aragon.es;ISCIII RENAVE","https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Toledo",45,"Castilla - La Mancha",80,NA,NA,NA,457,NA,484,3831,NA,NA,14,11,0,0,3,694844,551.35,NA,69.66,65.77,1662,811,NA,NA,80,121,NA,NA,12,2.5,10,11.6,81,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Valencia/València",46,"Comunitat Valenciana",160,NA,NA,2583,642,109,515,5292,NA,2194,109,29,76,0,4,2565124,206.31,4.25,20.08,25.03,1591,678,NA,NA,161,109.4,NA,NA,25,5.1,17,17.6,123,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Valladolid",47,"Castilla y León",31,NA,NA,NA,212,84,243,3098,NA,1045,25,19,5,1,0,519546,596.29,16.17,46.77,40.8,1695,741,NA,NA,31,139.3,NA,NA,8,3.4,6.7,6.9,48,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Zamora",49,"Castilla y León",23,NA,NA,NA,72,12,63,595,NA,210,6,3,3,0,0,172539,344.85,6.95,36.51,41.73,256,181,NA,NA,23,26.7,NA,NA,2,3.3,2.7,1.7,12,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-18,"Zaragoza",50,"Aragón",NA,NA,NA,2258,582,91,458,3585,NA,869,54,52,0,0,2,964693,371.62,9.43,47.48,60.33,1176,528,NA,NA,225,87,NA,NA,32,7.5,25,20.4,143,"aragon.es;ISCIII RENAVE","https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-19,"Albacete",2,"Castilla - La Mancha",23,NA,NA,NA,323,NA,358,3732,NA,NA,52,5,0,0,47,388167,961.44,NA,92.23,83.21,981,226,NA,NA,23,40.3,NA,NA,4,1.1,4.7,6.1,43,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-19,"Alicante/Alacant",3,"Comunitat Valenciana",40,NA,NA,1469,267,81,396,3548,NA,1683,16,1,15,0,0,1858683,190.89,4.36,21.31,14.37,875,336,NA,NA,40,59.3,NA,NA,8,2.1,9,9.3,65,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-19,"Almería",4,"Andalucía",3,NA,NA,NA,NA,NA,43,461,NA,153,9,1,8,0,0,716820,64.31,NA,6,NA,90,47,NA,NA,3,6.9,NA,NA,1,2.4,1.3,1.1,8,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-19,"Araba/Álava",1,"País Vasco",10,NA,NA,NA,153,24,318,3241,NA,NA,12,11,0,0,1,331549,977.53,7.24,95.91,46.15,497,186,NA,NA,10,29.6,NA,NA,3,1,4.7,7.4,52,"Osakidetza;Open Data Euskadi;Open Data Euskadi;ISCIII RENAVE","https://twitter.com/osakidetzaEJGV/status/1252193927425335296;https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/19_abril_Boletin.pdf;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",""
2020-04-19,"Asturias",33,"Asturias, Principado de",NA,NA,194,NA,358,56,199,2407,2213,NA,6,6,0,0,0,1022800,235.33,5.48,19.46,35,689,288,511,183,16,46.1,10,30.3,2,1,4.3,6,42,"Instituto de Salud Carlos III;Asturias - Portal de Transparencia en Datos;ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/agregados.csv;https://app.transparenciaendatos.es/v/#!/5eb4344e16b9fc465933d267;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",";"
2020-04-19,"Ávila",5,"Castilla y León",24,NA,NA,NA,95,9,107,1114,NA,447,9,8,1,0,0,157640,706.67,5.71,67.88,60.26,382,162,NA,NA,24,28.1,NA,NA,0,0,0,1.9,13,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-19,"Badajoz",6,"Extremadura",13,NA,NA,513,78,20,74,1023,867,436,7,1,5,1,0,673559,151.88,2.97,10.99,11.58,334,136,NA,NA,13,20.1,12,NA,3,4.2,2,2.3,16,"ISCIII RENAVE","https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
2020-04-19,"Balears, Illes",7,"Balears, Illes",NA,NA,NA,625,405,76,155,1773,NA,NA,10,8,2,0,0,1149460,154.25,6.61,13.48,35.23,453,223,NA,NA,25,34.1,NA,NA,7,4.7,8,6.1,43,"Conselleria de Salut y Consumo - Govern Illes Balears;ISCIII RENAVE","http://www.caib.es/pidip2front/jsp/es/ficha-convocatoria/9445190;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv","Faltan datos en la nota."
2020-04-19,"Barcelona",8,"Cataluña",501,451,10,NA,NA,NA,8563,38541,37933,NA,218,216,0,0,2,5664579,680.39,NA,151.17,NA,11465,5584,10868,5136,461,879.7,451,812,184,2.2,190.3,209.1,1464,"Transparencia Catalunya;Generalitat de Catalunya;Transparencia Catalunya;ISCIII RENAVE","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv;https://app.powerbi.com/view?r=eyJrIjoiZTkyNTcwNjgtNTQ4Yi00ZTg0LTk1OTctNzM3ZGEzNWE4OTIxIiwidCI6IjNiOTQyN2RjLWQzMGUtNDNiYy04YzA2LWZmNzI1MzY3NmZlYyIsImMiOjh9;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;https://cnecovid.isciii.es/covid19/resources/datos_provincias.csv",NA
