"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","hospitalized_accumulated","hospitalized_new","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-03-20","Zamora","Castilla y León",NA,NA,NA,42,NA,NA,NA,NA,1,46,NA,3,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-20","Barcelona","Cataluña",1276,NA,NA,NA,NA,NA,NA,NA,73,6263,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-20","Girona","Cataluña",40,NA,NA,NA,NA,NA,NA,15,4,221,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-03-20","Lleida","Cataluña",50,NA,NA,NA,56,NA,NA,9,3,210,NA,NA,"Segre.com;Transparencia Catalunya","https://www.segre.com/es/noticias/lleida/2020/03/24/lleida_suma_morts_positius_coronavirus_sol_dia_102336_1092.html;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-20","Tarragona","Cataluña",40,NA,NA,NA,18,NA,NA,10,2,99,NA,NA,"tarragonadigital.com","https://tarragonadigital.com/area-metropolitana/positius-coronavirus-tarragona-ebre-20-marc-2020",""
"2020-03-20","Ceuta","Ceuta",NA,NA,NA,5,0,NA,NA,0,0,5,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-20","Coruña, A","Galicia",NA,NA,NA,267,NA,NA,NA,NA,3,270,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-20","Lugo","Galicia",NA,NA,NA,45,NA,NA,NA,NA,1,46,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-20","Ourense","Galicia",NA,NA,NA,63,NA,NA,NA,NA,0,63,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-20","Pontevedra","Galicia",NA,NA,NA,191,NA,NA,NA,NA,2,193,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-20","Madrid","Madrid, Comunidad de",NA,NA,NA,5351,7388,NA,NA,767,628,7165,NA,1186,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-20","Melilla","Melilla",NA,NA,NA,24,8,NA,NA,1,0,24,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-20","Murcia","Murcia, Región de",NA,NA,NA,213,61,NA,NA,14,0,204,NA,1,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-20","Navarra","Navarra, Comunidad Foral de",110,NA,NA,654,288,NA,NA,30,9,664,NA,1,"Gobierno de Navarra","https://gobiernoabierto.navarra.es/es/open-data/datos/datos-evolutivos-covid-19",""
"2020-03-20","Rioja, La","Rioja, La",NA,NA,NA,477,128,NA,NA,17,7,497,NA,13,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Almería","Andalucía",NA,NA,NA,53,NA,NA,NA,NA,0,53,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Cádiz","Andalucía",NA,NA,NA,126,NA,NA,NA,NA,0,126,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Córdoba","Andalucía",NA,NA,NA,140,NA,NA,NA,NA,3,143,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Granada","Andalucía",NA,NA,NA,276,NA,NA,NA,NA,13,289,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Huelva","Andalucía",NA,NA,NA,37,NA,NA,NA,NA,0,37,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Jaén","Andalucía",NA,NA,NA,136,NA,NA,NA,NA,2,138,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Málaga","Andalucía",NA,NA,NA,464,NA,NA,NA,NA,20,484,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Sevilla","Andalucía",NA,NA,NA,243,NA,NA,NA,NA,2,245,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-21","Asturias","Asturias, Principado de",NA,NA,NA,467,133,NA,NA,12,5,486,NA,16,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Balears, Illes","Balears, Illes",NA,NA,NA,246,60,NA,NA,14,4,246,NA,11,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Cantabria","Cantabria",NA,NA,NA,200,92,NA,NA,9,2,215,NA,11,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Ávila","Castilla y León",NA,NA,NA,55,NA,NA,NA,NA,7,114,NA,14,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Burgos","Castilla y León",NA,NA,NA,175,NA,NA,NA,NA,14,269,NA,27,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","León","Castilla y León",NA,NA,NA,156,NA,NA,NA,NA,7,201,NA,3,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Palencia","Castilla y León",NA,NA,NA,25,NA,NA,NA,NA,0,41,NA,2,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Salamanca","Castilla y León",NA,NA,NA,180,NA,NA,NA,NA,15,265,NA,13,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Segovia","Castilla y León",NA,NA,NA,140,NA,NA,NA,NA,13,157,NA,9,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Soria","Castilla y León",NA,NA,NA,71,NA,NA,NA,NA,6,119,NA,5,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Valladolid","Castilla y León",NA,NA,NA,193,NA,NA,NA,NA,10,241,NA,13,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Zamora","Castilla y León",NA,NA,NA,42,NA,NA,NA,NA,2,59,NA,3,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Barcelona","Cataluña",1164,NA,NA,NA,NA,NA,NA,NA,106,7427,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-21","Girona","Cataluña",35,NA,NA,NA,NA,NA,NA,21,11,256,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-03-21","Lleida","Cataluña",38,NA,NA,NA,65,NA,NA,14,3,248,NA,NA,"Segre.com;Transparencia Catalunya","https://www.segre.com/es/noticias/lleida/2020/03/24/lleida_suma_morts_positius_coronavirus_sol_dia_102336_1092.html;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-21","Tarragona","Cataluña",0,NA,NA,NA,18,NA,NA,10,2,99,NA,NA,"Sin fuente","no hay comunicado oficial",""
"2020-03-21","Ceuta","Ceuta",NA,NA,NA,5,0,NA,NA,0,0,5,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Coruña, A","Galicia",NA,NA,NA,326,NA,NA,NA,NA,3,329,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-21","Lugo","Galicia",NA,NA,NA,53,NA,NA,NA,NA,1,54,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-21","Ourense","Galicia",NA,NA,NA,74,NA,NA,NA,NA,0,74,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-21","Pontevedra","Galicia",NA,NA,NA,262,NA,NA,NA,NA,2,264,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263","¹La Xunta no especifica el lugar de las altas."
"2020-03-21","Madrid","Madrid, Comunidad de",NA,NA,NA,6931,8441,NA,NA,834,804,8921,NA,1542,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Melilla","Melilla",NA,NA,NA,25,12,NA,NA,1,0,25,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Murcia","Murcia, Región de",NA,NA,NA,213,78,NA,NA,16,1,240,NA,1,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-21","Navarra","Navarra, Comunidad Foral de",130,NA,NA,776,339,NA,NA,40,14,794,NA,4,"Gobierno de Navarra","https://gobiernoabierto.navarra.es/es/open-data/datos/datos-evolutivos-covid-19",""
"2020-03-21","Rioja, La","Rioja, La",NA,NA,NA,536,134,NA,NA,17,15,564,NA,18,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Almería","Andalucía",NA,NA,NA,53,NA,NA,NA,NA,1,58,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Cádiz","Andalucía",NA,NA,NA,126,NA,NA,NA,NA,2,134,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Córdoba","Andalucía",NA,NA,NA,140,NA,NA,NA,NA,3,180,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Granada","Andalucía",NA,NA,NA,276,NA,NA,NA,NA,13,335,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Huelva","Andalucía",NA,NA,NA,37,NA,NA,NA,NA,0,47,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Jaén","Andalucía",NA,NA,NA,136,NA,NA,NA,NA,3,171,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Málaga","Andalucía",NA,NA,NA,464,NA,NA,NA,NA,21,505,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Sevilla","Andalucía",NA,NA,NA,243,NA,NA,NA,NA,4,295,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-22","Asturias","Asturias, Principado de",NA,NA,NA,467,171,NA,NA,15,8,545,NA,20,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Balears, Illes","Balears, Illes",NA,NA,NA,NA,79,NA,NA,14,4,331,NA,17,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Cantabria","Cantabria",NA,NA,NA,200,116,NA,NA,9,5,282,NA,11,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Ávila","Castilla y León",NA,NA,NA,55,NA,NA,NA,NA,9,114,NA,14,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Burgos","Castilla y León",NA,NA,NA,175,NA,NA,NA,NA,16,269,NA,27,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","León","Castilla y León",NA,NA,NA,156,NA,NA,NA,NA,14,201,NA,3,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Palencia","Castilla y León",NA,NA,NA,25,NA,NA,NA,NA,0,41,NA,2,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Salamanca","Castilla y León",NA,NA,NA,180,NA,NA,NA,NA,21,265,NA,13,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Segovia","Castilla y León",NA,NA,NA,140,NA,NA,NA,NA,20,157,NA,9,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Soria","Castilla y León",NA,NA,NA,71,NA,NA,NA,NA,8,119,NA,5,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Valladolid","Castilla y León",NA,NA,NA,193,NA,NA,NA,NA,11,241,NA,13,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Zamora","Castilla y León",NA,NA,NA,42,NA,NA,NA,NA,3,59,NA,3,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.",""
"2020-03-22","Barcelona","Cataluña",942,NA,NA,NA,NA,NA,NA,NA,170,8369,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-22","Girona","Cataluña",104,NA,NA,NA,NA,NA,NA,26,14,360,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-03-22","Lleida","Cataluña",24,NA,NA,NA,69,NA,NA,12,5,272,NA,NA,"Segre.com;Transparencia Catalunya","https://www.segre.com/es/noticias/lleida/2020/03/24/lleida_suma_morts_positius_coronavirus_sol_dia_102336_1092.html;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-22","Tarragona","Cataluña",0,NA,NA,NA,111,NA,NA,29,2,99,NA,NA,"Sin fuente","no hay comunicado oficial",""
"2020-03-22","Ceuta","Ceuta",NA,NA,NA,5,0,NA,NA,0,0,5,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Coruña, A","Galicia",NA,NA,NA,326,NA,NA,NA,NA,5,384,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Xunta no especifica el lugar de las altas."
"2020-03-22","Lugo","Galicia",NA,NA,NA,53,NA,NA,NA,NA,1,58,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Xunta no especifica el lugar de las altas."
"2020-03-22","Ourense","Galicia",NA,NA,NA,74,NA,NA,NA,NA,0,95,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Xunta no especifica el lugar de las altas."
"2020-03-22","Pontevedra","Galicia",NA,NA,NA,262,NA,NA,NA,NA,2,348,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 19h.","¹La Xunta no especifica el lugar de las altas."
"2020-03-22","Madrid","Madrid, Comunidad de",NA,NA,NA,6931,9561,NA,NA,942,1021,9702,NA,1899,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Melilla","Melilla",NA,NA,NA,25,12,NA,NA,1,0,25,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Murcia","Murcia, Región de",NA,NA,NA,213,80,NA,NA,23,1,296,NA,1,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-22","Navarra","Navarra, Comunidad Foral de",92,NA,NA,851,405,NA,NA,45,24,886,NA,11,"Gobierno de Navarra","https://gobiernoabierto.navarra.es/es/open-data/datos/datos-evolutivos-covid-19",""
"2020-03-22","Rioja, La","Rioja, La",NA,NA,NA,536,166,NA,NA,22,18,654,NA,18,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-23","Almería","Andalucía",NA,NA,NA,72,NA,NA,NA,NA,2,74,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Cádiz","Andalucía",NA,NA,NA,175,NA,NA,NA,NA,3,178,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Córdoba","Andalucía",NA,NA,NA,187,NA,NA,NA,NA,4,191,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Granada","Andalucía",NA,NA,NA,357,NA,NA,NA,NA,17,374,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Huelva","Andalucía",NA,NA,NA,57,NA,NA,NA,NA,1,58,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Jaén","Andalucía",NA,NA,NA,210,NA,NA,NA,NA,5,215,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Málaga","Andalucía",NA,NA,NA,499,NA,NA,NA,NA,21,520,NA,0,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Sevilla","Andalucía",NA,NA,NA,345,NA,NA,NA,NA,5,351,NA,1,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Junta no especifica el lugar de las altas y algunas de ellas corresponden a seguimiento domiciliario."
"2020-03-23","Asturias","Asturias, Principado de",NA,NA,NA,610,194,NA,NA,22,12,594,NA,21,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-23","Balears, Illes","Balears, Illes",NA,NA,NA,197,87,NA,NA,27,10,400,NA,18,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-23","Cantabria","Cantabria",NA,NA,NA,330,157,NA,NA,14,6,347,NA,11,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-23","Ávila","Castilla y León",NA,NA,NA,132,NA,NA,NA,NA,10,159,NA,17,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Burgos","Castilla y León",NA,NA,NA,289,NA,NA,NA,NA,18,336,NA,29,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","León","Castilla y León",NA,NA,NA,254,NA,NA,NA,NA,20,290,NA,16,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Palencia","Castilla y León",NA,NA,NA,62,NA,NA,NA,NA,0,64,NA,2,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Salamanca","Castilla y León",NA,NA,NA,358,NA,NA,NA,NA,24,404,NA,22,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Segovia","Castilla y León",NA,NA,NA,186,NA,NA,NA,NA,23,233,NA,24,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Soria","Castilla y León",NA,NA,NA,121,NA,NA,NA,NA,11,140,NA,8,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Valladolid","Castilla y León",NA,NA,NA,318,NA,NA,NA,NA,14,349,NA,17,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Zamora","Castilla y León",NA,NA,NA,81,NA,NA,NA,NA,4,90,NA,5,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.",""
"2020-03-23","Barcelona","Cataluña",1404,NA,NA,NA,NA,NA,NA,NA,204,9773,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-23","Girona","Cataluña",183,NA,NA,NA,NA,NA,NA,38,28,543,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv;https://www.emporda.info/girona/2020/03/23/morts-coronavirus-comarques-gironines-doblen/461114.html",""
"2020-03-23","Lleida","Cataluña",57,NA,NA,NA,89,NA,NA,22,8,329,NA,NA,"Segre.com;Transparencia Catalunya","https://www.segre.com/es/noticias/lleida/2020/03/24/lleida_suma_morts_positius_coronavirus_sol_dia_102336_1092.html;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-23","Tarragona","Cataluña",92,NA,NA,NA,124,NA,NA,36,5,191,NA,NA,"diarimes.com","https://www.diarimes.com/noticies/camp_tarragona/2020/03/23/92_nous_casos_coronavirus_camp_terres_eleven_xifra_total_afectats_191_78926_1093.html",""
"2020-03-23","Ceuta","Ceuta",NA,NA,NA,6,0,NA,NA,0,0,6,NA,0,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-23","Coruña, A","Galicia",NA,NA,NA,512,NA,NA,NA,NA,12,524,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Xunta no especifica el lugar de las altas."
"2020-03-23","Lugo","Galicia",NA,NA,NA,60,NA,NA,NA,NA,2,62,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Xunta no especifica el lugar de las altas."
"2020-03-23","Ourense","Galicia",NA,NA,NA,140,NA,NA,NA,NA,2,142,NA,NA,"RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","¹La Xunta no especifica el lugar de las altas."
